"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.19","0.2"
"MGAT4B","MGAT5","0.8","0.58"
"MGAT4B","MGAT5B","0.5","0.53"
"MGAT5","MGAT5B","0.48","0.26"
