"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.34","0.52"
"MGAT3","MGAT5","0.61","0.18"
"MGAT4B","MGAT5","1.0","0.68"
"MGAT4B","MGAT5B","0.96","1.0"
"MGAT5","MGAT5B","0.89","0.67"
