"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.21","0.21"
"MGAT4B","MGAT5","0.51","0.53"
"MGAT4B","MGAT5B","0.24","0.31"
"MGAT5","MGAT5B","0.26","0.14"
