"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.27"
"MGAT3","MGAT5","0.91","0.75"
"MGAT4B","MGAT5","0.75","0.68"
"MGAT4B","MGAT5B","0.91","1.0"
"MGAT5","MGAT5B","0.75","0.66"
