"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.73","1.0"
"MGAT3","MGAT5","0.06","0.09"
"MGAT4B","MGAT5","1.0","0.72"
"MGAT4B","MGAT5B","0.78","0.69"
"MGAT5","MGAT5B","0.72","0.4"
