"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.93","0.15"
"MGAT3","MGAT5","0.99","0.95"
"MGAT4B","MGAT5","0.89","0.96"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.73","0.45"
