"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.54","0.34"
"MGAT3","MGAT5","0.75","0.49"
"MGAT4B","MGAT5","1.0","0.86"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.83","0.55"
