"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.25","0.29"
"MGAT4B","MGAT5","0.51","0.46"
"MGAT4B","MGAT5B","0.23","0.36"
"MGAT5","MGAT5B","0.28","0.2"
