"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.37","0.47"
"MGAT3","MGAT5","0.67","0.43"
"MGAT4B","MGAT5","0.98","0.9"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.84","0.62"
