"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.04","0.64"
"MGAT3","MGAT5","0.56","0.53"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.82","1.0"
"MGAT5","MGAT5B","0.53","0.03"
