"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.28","0.35"
"MGAT4B","MGAT5","0.62","0.41"
"MGAT4B","MGAT5B","0.24","0.23"
"MGAT5","MGAT5B","0.32","0.04"
