"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.4"
"MGAT3","MGAT5","0.87","0.79"
"MGAT4B","MGAT5","0.66","0.63"
"MGAT4B","MGAT5B","0.84","1.0"
"MGAT5","MGAT5B","0.7","0.71"
