"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.54","1.0"
"MGAT3","MGAT5","0.2","0.08"
"MGAT4B","MGAT5","1.0","0.9"
"MGAT4B","MGAT5B","0.8","0.8"
"MGAT5","MGAT5B","0.66","0.38"
