"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.73"
"MGAT3","MGAT5","0.78","1.0"
"MGAT4B","MGAT5","0.51","0.61"
"MGAT4B","MGAT5B","0.69","0.94"
"MGAT5","MGAT5B","0.56","0.64"
