"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.3","0.37"
"MGAT4B","MGAT5","0.52","0.39"
"MGAT4B","MGAT5B","0.31","0.39"
"MGAT5","MGAT5B","0.38","0.29"
