"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.42","0.46"
"MGAT3","MGAT5","0.64","0.27"
"MGAT4B","MGAT5","0.96","0.75"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.91","0.74"
