"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.27"
"MGAT3","MGAT5","1.0","1.0"
"MGAT4B","MGAT5","0.83","0.92"
"MGAT4B","MGAT5B","0.97","0.98"
"MGAT5","MGAT5B","0.7","0.45"
