"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.58","1.0"
"MGAT3","MGAT5","0.12","0.11"
"MGAT4B","MGAT5","1.0","0.72"
"MGAT4B","MGAT5B","0.84","0.74"
"MGAT5","MGAT5B","0.8","0.5"
