"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.71","0.15"
"MGAT3","MGAT5","0.83","0.62"
"MGAT4B","MGAT5","0.93","0.86"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.82","0.58"
