"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.4","1.0"
"MGAT3","MGAT5","0.16","0.15"
"MGAT4B","MGAT5","1.0","0.69"
"MGAT4B","MGAT5B","0.81","0.85"
"MGAT5","MGAT5B","0.82","0.6"
