"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.09","0.91"
"MGAT3","MGAT5","0.38","0.18"
"MGAT4B","MGAT5","1.0","0.98"
"MGAT4B","MGAT5B","0.87","1.0"
"MGAT5","MGAT5B","0.76","0.56"
