"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.58"
"MGAT3","MGAT5","0.85","1.0"
"MGAT4B","MGAT5","0.58","0.7"
"MGAT4B","MGAT5B","0.76","0.89"
"MGAT5","MGAT5B","0.58","0.53"
