"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.47"
"MGAT3","MGAT5","0.89","1.0"
"MGAT4B","MGAT5","0.65","0.78"
"MGAT4B","MGAT5B","0.8","0.93"
"MGAT5","MGAT5B","0.6","0.46"
