"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.27"
"MGAT3","MGAT5","0.93","0.82"
"MGAT4B","MGAT5","0.77","0.75"
"MGAT4B","MGAT5B","0.9","1.0"
"MGAT5","MGAT5B","0.71","0.51"
