"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.15","0.14"
"MGAT4B","MGAT5","1.0","0.66"
"MGAT4B","MGAT5B","0.54","0.49"
"MGAT5","MGAT5B","0.51","0.08"
