"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.22","0.57"
"MGAT3","MGAT5","0.6","0.44"
"MGAT4B","MGAT5","1.0","0.97"
"MGAT4B","MGAT5B","0.92","1.0"
"MGAT5","MGAT5B","0.73","0.42"
