"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.21","0.49"
"MGAT3","MGAT5","0.65","0.58"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.91","0.88"
"MGAT5","MGAT5B","0.63","0.25"
