"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.53","0.35"
"MGAT3","MGAT5","0.79","0.58"
"MGAT4B","MGAT5","1.0","0.95"
"MGAT4B","MGAT5B","0.97","1.0"
"MGAT5","MGAT5B","0.77","0.37"
