"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.48","0.4"
"MGAT3","MGAT5","0.69","0.34"
"MGAT4B","MGAT5","0.98","0.76"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.88","0.66"
