"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.5"
"MGAT3","MGAT5","0.87","1.0"
"MGAT4B","MGAT5","0.63","0.76"
"MGAT4B","MGAT5B","0.79","0.96"
"MGAT5","MGAT5B","0.6","0.52"
