"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.64","0.21"
"MGAT3","MGAT5","0.81","0.51"
"MGAT4B","MGAT5","0.93","0.78"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.83","0.61"
