"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.31","0.4"
"MGAT4B","MGAT5","0.77","0.39"
"MGAT4B","MGAT5B","0.37","0.29"
"MGAT5","MGAT5B","0.49","0.16"
