"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.79","0.22"
"MGAT3","MGAT5","0.78","0.34"
"MGAT4B","MGAT5","0.98","0.65"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.94","0.72"
