"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.8","0.07"
"MGAT3","MGAT5","0.99","0.96"
"MGAT4B","MGAT5","0.95","1.0"
"MGAT4B","MGAT5B","1.0","0.91"
"MGAT5","MGAT5B","0.63","0.24"
