"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.75","0.09"
"MGAT3","MGAT5","0.82","0.58"
"MGAT4B","MGAT5","0.89","0.79"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.85","0.68"
