"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.03","0.8"
"MGAT3","MGAT5","0.43","0.28"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.88","0.93"
"MGAT5","MGAT5B","0.74","0.49"
