"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.18"
"MGAT3","MGAT5","0.92","0.69"
"MGAT4B","MGAT5","0.83","0.7"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.85","0.71"
