"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.86","0.04"
"MGAT3","MGAT5","0.92","0.72"
"MGAT4B","MGAT5","0.88","0.81"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.79","0.58"
