"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.18","0.17"
"MGAT4B","MGAT5","0.86","0.62"
"MGAT4B","MGAT5B","0.47","0.55"
"MGAT5","MGAT5B","0.46","0.18"
