"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.07","0.75"
"MGAT3","MGAT5","0.49","0.17"
"MGAT4B","MGAT5","1.0","0.84"
"MGAT4B","MGAT5B","0.96","1.0"
"MGAT5","MGAT5B","0.87","0.68"
