"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.48"
"MGAT3","MGAT5","0.88","0.99"
"MGAT4B","MGAT5","0.65","0.77"
"MGAT4B","MGAT5B","0.83","1.0"
"MGAT5","MGAT5B","0.64","0.61"
