"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.12","0.67"
"MGAT3","MGAT5","0.5","0.18"
"MGAT4B","MGAT5","1.0","0.78"
"MGAT4B","MGAT5B","0.9","1.0"
"MGAT5","MGAT5B","0.81","0.57"
