"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.73","1.0"
"MGAT3","MGAT5","0.07","0.06"
"MGAT4B","MGAT5","1.0","0.75"
"MGAT4B","MGAT5B","0.78","0.68"
"MGAT5","MGAT5B","0.7","0.38"
