"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.19","0.95"
"MGAT3","MGAT5","0.36","0.06"
"MGAT4B","MGAT5","1.0","0.88"
"MGAT4B","MGAT5B","0.91","1.0"
"MGAT5","MGAT5B","0.82","0.65"
