"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.51"
"MGAT3","MGAT5","0.86","1.0"
"MGAT4B","MGAT5","0.62","0.74"
"MGAT4B","MGAT5B","0.75","0.92"
"MGAT5","MGAT5B","0.55","0.37"
