"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.19","0.21"
"MGAT4B","MGAT5","0.76","0.57"
"MGAT4B","MGAT5B","0.49","0.52"
"MGAT5","MGAT5B","0.47","0.28"
