"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.25"
"MGAT3","MGAT5","0.94","0.78"
"MGAT4B","MGAT5","0.78","0.72"
"MGAT4B","MGAT5B","0.94","1.0"
"MGAT5","MGAT5B","0.75","0.61"
