"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.02","0.73"
"MGAT3","MGAT5","0.47","0.34"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.89","0.91"
"MGAT5","MGAT5B","0.73","0.44"
