"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.14","0.67"
"MGAT3","MGAT5","0.54","0.39"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.92","0.99"
"MGAT5","MGAT5B","0.75","0.49"
