"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.25","0.27"
"MGAT4B","MGAT5","0.54","0.49"
"MGAT4B","MGAT5B","0.29","0.37"
"MGAT5","MGAT5B","0.31","0.21"
