"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.74","0.09"
"MGAT3","MGAT5","0.87","0.8"
"MGAT4B","MGAT5","0.95","1.0"
"MGAT4B","MGAT5B","1.0","0.99"
"MGAT5","MGAT5B","0.76","0.46"
