"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.72"
"MGAT3","MGAT5","0.8","1.0"
"MGAT4B","MGAT5","0.51","0.6"
"MGAT4B","MGAT5B","0.68","1.0"
"MGAT5","MGAT5B","0.54","0.63"
