"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.27"
"MGAT3","MGAT5","0.95","0.79"
"MGAT4B","MGAT5","0.76","0.69"
"MGAT4B","MGAT5B","0.92","1.0"
"MGAT5","MGAT5B","0.73","0.6"
