"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.16"
"MGAT3","MGAT5","0.9","0.6"
"MGAT4B","MGAT5","0.81","0.62"
"MGAT4B","MGAT5B","0.96","1.0"
"MGAT5","MGAT5B","0.83","0.73"
