"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.69"
"MGAT3","MGAT5","0.81","1.0"
"MGAT4B","MGAT5","0.51","0.61"
"MGAT4B","MGAT5B","0.68","0.83"
"MGAT5","MGAT5B","0.52","0.49"
