"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.49","0.35"
"MGAT3","MGAT5","0.72","0.37"
"MGAT4B","MGAT5","0.92","0.74"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.87","0.7"
