"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.33","0.53"
"MGAT3","MGAT5","0.63","0.34"
"MGAT4B","MGAT5","1.0","0.86"
"MGAT4B","MGAT5B","0.99","1.0"
"MGAT5","MGAT5B","0.85","0.62"
