"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.97","0.26"
"MGAT3","MGAT5","1.0","1.0"
"MGAT4B","MGAT5","0.84","0.93"
"MGAT4B","MGAT5B","1.0","0.86"
"MGAT5","MGAT5B","0.71","0.41"
