"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.6","1.0"
"MGAT3","MGAT5","0.14","0.04"
"MGAT4B","MGAT5","1.0","0.78"
"MGAT4B","MGAT5B","0.79","0.76"
"MGAT5","MGAT5B","0.71","0.42"
