"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.66","0.23"
"MGAT3","MGAT5","0.84","0.61"
"MGAT4B","MGAT5","1.0","0.9"
"MGAT4B","MGAT5B","0.99","1.0"
"MGAT5","MGAT5B","0.79","0.4"
