"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.26","0.33"
"MGAT4B","MGAT5","0.79","0.46"
"MGAT4B","MGAT5B","0.41","0.48"
"MGAT5","MGAT5B","0.51","0.27"
