"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.65","0.22"
"MGAT3","MGAT5","0.78","0.49"
"MGAT4B","MGAT5","0.93","0.79"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.86","0.66"
