"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.14","0.57"
"MGAT3","MGAT5","0.58","0.49"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.86","0.92"
"MGAT5","MGAT5B","0.63","0.18"
