"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.13","0.69"
"MGAT3","MGAT5","0.49","0.43"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.92","0.76"
"MGAT5","MGAT5B","0.66","0.3"
